Type,Invoice Date,Invoice No,Due Date,Customer,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Tax Exclusive Amount,Total Invoice Amount,Status
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,MI-XPPPLUSDL-25,1.0,229.0,GST,0,,,,229.0,229.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,CS9001,1.0,199.0,GST,0,,,,199.0,199.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,CSD-1200,1.0,22.0,GST,0,,,,22.0,22.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,FITTINGS,1.0,75.0,GST,0,,,,75.0,75.0,1991.0,Closed
Invoice,2025-01-08T00:00:00,JTW101320,2025-01-15T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101320,2025-01-15T00:00:00,Cardinia Shire Council,TaxInclusive,3572SC,1.0,115.0,GST,0,,,,115.0,115.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101320,2025-01-15T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101320,2025-01-15T00:00:00,Cardinia Shire Council,TaxInclusive,NEOBATT,1.0,30.0,GST,0,,,,30.0,30.0,379.5,Closed
Invoice,2025-01-13T00:00:00,JTW101335,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,599.5,Closed
Invoice,2025-01-13T00:00:00,JTW101335,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,NEDPPBM.,1.0,45.0,GST,0,,,,45.0,45.0,599.5,Closed
Invoice,2025-01-13T00:00:00,JTW101335,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,599.5,Closed
Invoice,2025-01-13T00:00:00,JTW101336,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,649.0,Closed
Invoice,2025-01-13T00:00:00,JTW101336,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,NEDPPBM.,2.0,45.0,GST,0,,,,90.0,90.0,649.0,Closed
Invoice,2025-01-13T00:00:00,JTW101336,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,649.0,Closed
Invoice,2025-01-13T00:00:00,JTW101337,2025-01-20T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,330.0,Closed
Invoice,2025-01-13T00:00:00,JTW101337,2025-01-20T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,2.0,100.0,GST,0,,,,200.0,200.0,330.0,Closed
Invoice,2025-01-14T00:00:00,JTW101338,2025-01-21T00:00:00,Saints College,TaxInclusive,CCVD2070050,2.0,333.0,GST,0,,,,666.0,666.0,732.6,Closed
Invoice,2025-01-14T00:00:00,JTW101339,2025-01-21T00:00:00,Saints College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,501.6,Closed
Invoice,2025-01-14T00:00:00,JTW101339,2025-01-21T00:00:00,Saints College,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,501.6,Closed
Invoice,2025-01-14T00:00:00,JTW101339,2025-01-21T00:00:00,Saints College,TaxInclusive,LES20,1.0,256.0,GST,0,,,,256.0,256.0,501.6,Closed
Invoice,2025-01-17T00:00:00,JTW101340,2025-01-24T00:00:00,Luther College,TaxInclusive,POST,1.0,0.0,GST,0,,,,0.0,0.0,366.3,Closed
Invoice,2025-01-17T00:00:00,JTW101340,2025-01-24T00:00:00,Luther College,TaxInclusive,CCVD2070050,1.0,333.0,GST,0,,,,333.0,333.0,366.3,Closed
Invoice,2025-01-17T00:00:00,JTW101341,2025-01-24T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-01-17T00:00:00,JTW101341,2025-01-24T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-01-17T00:00:00,JTW101342,2025-01-24T00:00:00,Saints College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101342,2025-01-24T00:00:00,Saints College,TaxInclusive,ESCINSTALL ,32.0,77.0,GST,0,,,,2464.0,2464.0,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101342,2025-01-24T00:00:00,Saints College,TaxInclusive,PSPACEOPT0033,2.0,166.95,GST,0,,,,333.9,333.9,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101342,2025-01-24T00:00:00,Saints College,TaxInclusive,LAB1,3.0,100.0,GST,0,,,,300.0,300.0,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101343,2025-01-24T00:00:00,Aquinas College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101343,2025-01-24T00:00:00,Aquinas College,TaxInclusive,WRDM0E4BK,1.0,1021.5,GST,0,,,,1021.5,1021.5,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101343,2025-01-24T00:00:00,Aquinas College,TaxInclusive,LAB1,3.0,100.0,GST,0,,,,300.0,300.0,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101343,2025-01-24T00:00:00,Aquinas College,TaxInclusive,CU4200GAUS,1.0,814.44,GST,0,,,,814.44,814.44,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,NEML280M,1.0,185.0,GST,0,,,,185.0,185.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,NEMLB3B,1.0,110.0,GST,0,,,,110.0,110.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,CS9001,1.0,199.0,GST,0,,,,199.0,199.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,CSD-1200,1.0,29.0,GST,0,,,,29.0,29.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,WRDM0E4BK,2.0,1021.5,GST,0,,,,2043.0,2043.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,2025-01-24T00:00:00,Aquinas College,TaxInclusive,CU4200GAUS,1.0,814.44,GST,0,,,,814.44,814.44,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101345,2025-01-24T00:00:00,Harkaway Hills College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,599.5,Closed
Invoice,2025-01-17T00:00:00,JTW101345,2025-01-24T00:00:00,Harkaway Hills College,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,599.5,Closed
Invoice,2025-01-17T00:00:00,JTW101345,2025-01-24T00:00:00,Harkaway Hills College,TaxInclusive,MISC,1.0,45.0,GST,0,,,,45.0,45.0,599.5,Closed
Invoice,2025-01-21T00:00:00,JTW101346,2025-02-12T00:00:00,Kilvington Grammar School,TaxInclusive,P2GSM,3.0,95.0,GST,0,,,,285.0,285.0,285.0,Closed
Invoice,2025-01-21T00:00:00,JTW101347,2025-01-28T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,358.6,Closed
Invoice,2025-01-21T00:00:00,JTW101347,2025-01-28T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.5,100.0,GST,0,,,,150.0,150.0,358.6,Closed
Invoice,2025-01-21T00:00:00,JTW101347,2025-01-28T00:00:00,Cardinia Shire Council,TaxInclusive,DO310VSSS,2.0,38.0,GST,0,,,,76.0,76.0,358.6,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,EM750Z00IMBB65,24.0,1017.74,GST,0,,,,24425.76,24425.76,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,NMA1100N00CSBNR,4.0,821.48,GST,0,,,,3285.92,3285.92,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,NBK1100N00CSBN,2.0,834.32,GST,0,,,,1668.64,1668.64,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,PSPACEOPT0033,30.0,166.95,GST,0,,,,5008.5,5008.5,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,ESCINSTALL ,30.0,75.0,GST,0,,,,2250.0,2250.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,CL100B5002SC,4.0,264.0,GST,0,,,,1056.0,1056.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,SG-SBML30,6.0,143.0,GST,0,,,,858.0,858.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,RFNODE3,4.0,155.0,GST,0,,,,620.0,620.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,AHNODE,4.0,70.0,GST,0,,,,280.0,280.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,2025-01-28T00:00:00,Monterey Secondary College,TaxInclusive,COPLE055IMCD,24.0,69.83,GST,0,,,,1675.92,1675.92,45351.61,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,INSTALL,1.0,600.0,GST,0,,,,600.0,600.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CS9001,1.0,199.0,GST,0,,,,199.0,199.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CSD-1200,1.0,35.0,GST,0,,,,35.0,35.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,LES15,1.0,220.0,GST,0,,,,220.0,220.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CUC1B0GAU,1.0,605.8,GST,0,,,,605.8,605.8,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,WRDM0M4B,1.0,570.5,GST,0,,,,570.5,570.5,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,INSTALL,1.0,600.0,GST,0,,,,600.0,600.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CS9001,1.0,199.0,GST,0,,,,199.0,199.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CSD-1200,1.0,35.0,GST,0,,,,35.0,35.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,LES15,1.0,220.0,GST,0,,,,220.0,220.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CUC1B0GAU,1.0,605.8,GST,0,,,,605.8,605.8,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,WRDM0M4B,1.0,570.5,GST,0,,,,570.5,570.5,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101323,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,CU42E0AUS,1.0,1529.41,GST,0,,,,1529.41,1529.41,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,WRDB0E4B,1.0,570.0,GST,0,,,,570.0,570.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,FES20,1.0,261.9,GST,0,,,,261.9,261.9,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,2025-01-15T00:00:00,CHRIST CHURCH GRAMMAR SCHOOL,TaxInclusive,06001046,1.0,48.0,GST,0,,,,48.0,48.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101324,2025-01-15T00:00:00,J.R. Pryor Pty. Ltd.,TaxInclusive,EM750Z00IMB565,4.0,1016.47,GST,0,,,,4065.88,4065.88,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,2025-01-15T00:00:00,J.R. Pryor Pty. Ltd.,TaxInclusive,PSPACEOPT0033,4.0,166.95,GST,0,,,,667.8,667.8,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,2025-01-15T00:00:00,J.R. Pryor Pty. Ltd.,TaxInclusive,GATEWAYW3CAUS,2.0,500.2,GST,0,,,,1000.4,1000.4,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,2025-01-15T00:00:00,J.R. Pryor Pty. Ltd.,TaxInclusive,ESCINSTALL ,4.0,75.0,GST,0,,,,300.0,300.0,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,2025-01-15T00:00:00,J.R. Pryor Pty. Ltd.,TaxInclusive,AHGATE,2.0,60.0,GST,0,,,,120.0,120.0,6769.49,Closed
Invoice,2025-01-09T00:00:00,JTW101325,2025-01-16T00:00:00,Crossfit Knoxfield,TaxInclusive,VOUCHKSXL,1.0,660.8,GST,0,,,,660.8,660.8,726.88,Closed
Invoice,2025-01-13T00:00:00,JTW101333,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1034.0,Closed
Invoice,2025-01-13T00:00:00,JTW101333,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,1034.0,Closed
Invoice,2025-01-13T00:00:00,JTW101333,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,IR-995400,1.0,440.0,GST,0,,,,440.0,440.0,1034.0,Closed
Invoice,2025-01-13T00:00:00,JTW101334,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,550.0,Closed
Invoice,2025-01-13T00:00:00,JTW101334,2025-01-20T00:00:00,St Margarets Berwick ,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,550.0,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,CU42E0AUS,1.0,1529.41,GST,0,,,,1529.41,1529.41,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,UR32SL04AUP,1.0,300.0,GST,0,,,,300.0,300.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,CS9001,1.0,199.0,GST,0,,,,199.0,199.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,CSD-1200,1.0,22.0,GST,0,,,,22.0,22.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,EM756Z00IMBB65,1.0,1069.15,GST,0,,,,1069.15,1069.15,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,10.0,100.0,GST,0,,,,1000.0,1000.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,WRDM0M4B,1.0,570.5,GST,0,,,,570.5,570.5,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,GATEWAYW3CAUS,1.0,500.2,GST,0,,,,500.2,500.2,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,2025-01-19T00:00:00,Cardinia Shire Council,TaxInclusive,PSPACEOPT0033,3.0,166.95,GST,0,,,,500.85,500.85,6370.22,Closed
Invoice,2025-01-28T00:00:00,JTW101357,2025-02-04T00:00:00,Luther College,TaxInclusive,POST,1.0,0.0,GST,0,,,,0.0,0.0,4029.3,Closed
Invoice,2025-01-28T00:00:00,JTW101357,2025-02-04T00:00:00,Luther College,TaxInclusive,CCVD2070050,11.0,333.0,GST,0,,,,3663.0,3663.0,4029.3,Closed
Invoice,2025-01-29T00:00:00,JTW101359,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101359,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101359,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,UM150ZRIMB56,1.0,745.07,GST,0,,,,745.07,745.07,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101359,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,SG-ML60,1.0,78.0,GST,0,,,,78.0,78.0,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101360,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,893.75,Closed
Invoice,2025-01-29T00:00:00,JTW101360,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,SALTO-MAINT,57.0,12.5,GST,0,,,,712.5,712.5,893.75,Closed
Invoice,2025-01-29T00:00:00,JTW101361,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-01-29T00:00:00,JTW101361,2025-02-05T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-01-29T00:00:00,JTW101363,2025-02-05T00:00:00,LifeHouse Church Melbourne,TaxInclusive,PFD04KBKS5,2.0,115.0,GST,0,,,,230.0,230.0,262.85,Closed
Invoice,2025-01-29T00:00:00,JTW101363,2025-02-05T00:00:00,LifeHouse Church Melbourne,TaxInclusive,POST,1.0,8.95,GST,0,,,,8.95,8.95,262.85,Closed
Invoice,2025-01-29T00:00:00,JTW101364,2025-02-05T00:00:00,Texco Contracting Pty Ltd ,TaxInclusive,ACS50ISO,15.0,14.85,GST,0,,,,222.75,222.75,222.75,Closed
Invoice,2025-01-30T00:00:00,JTW101365,2025-02-06T00:00:00,Bindara Group,TaxInclusive,ONS1,1.0,110.0,GST,0,,,,110.0,110.0,2237.6,Closed
Invoice,2025-01-30T00:00:00,JTW101365,2025-02-06T00:00:00,Bindara Group,TaxInclusive,EM750Z00IMB565,2.0,890.0,GST,0,,,,1780.0,1780.0,2237.6,Closed
Invoice,2025-01-30T00:00:00,JTW101365,2025-02-06T00:00:00,Bindara Group,TaxInclusive,DKMS2602SSS,2.0,118.8,GST,0,,,,237.6,237.6,2237.6,Closed
Invoice,2025-01-30T00:00:00,JTW101365,2025-02-06T00:00:00,Bindara Group,TaxInclusive,LAB1,1.0,110.0,GST,0,,,,110.0,110.0,2237.6,Closed
Invoice,2025-02-01T00:00:00,JTW101366,2025-02-08T00:00:00,MBE POINT COOK,TaxInclusive,P2GSM,1.0,45.1,GST,0,,,,45.1,45.1,45.1,Closed
Invoice,2025-02-01T00:00:00,JTW101367,2025-02-08T00:00:00,New Plumbing Solutions ,TaxInclusive,P2GSMDOM,2.0,43.64,GST,0,,,,87.28,87.28,96.01,Closed
Invoice,2025-02-01T00:00:00,JTW101368,2025-02-08T00:00:00,Ausgroup Alliance,TaxInclusive,P2GSMDOM,1.0,45.0,GST,0,,,,45.0,45.0,49.5,Closed
Invoice,2025-02-01T00:00:00,JTW101369,2025-02-08T00:00:00,DINEAMIC,TaxInclusive,P2GSM,1.0,41.5,GST,0,,,,41.5,41.5,45.65,Closed
Invoice,2025-02-01T00:00:00,JTW101370,2025-02-09T00:00:00,Marcel Harvey,TaxInclusive,P2GSM,1.0,34.2,GST,0,,,,34.2,34.2,37.62,Closed
Invoice,2025-02-01T00:00:00,JTW101371,2025-02-08T00:00:00,Locksmith Services ,TaxInclusive,P2GSMDOM,1.0,50.0,GST,0,,,,50.0,50.0,55.0,Closed
Invoice,2025-02-01T00:00:00,JTW101372,2025-02-16T00:00:00,Ultra Fine Foods Victoria Office,TaxInclusive,P2GSMDOM,1.0,48.0,GST,0,,,,48.0,48.0,48.0,Closed
Invoice,2025-02-01T00:00:00,JTW101373,2025-02-16T00:00:00,Palliative Care South East Ltd.,TaxInclusive,P2GSM,3.0,48.56,GST,0,,,,145.68,145.68,160.25,Closed
Invoice,2025-02-02T00:00:00,JTW101374,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,AJAX#30636,1.0,690.0,GST,0,,,,690.0,690.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,AJAX#30662,2.0,284.0,GST,0,,,,568.0,568.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,AJAXTOUCH,2.0,598.0,GST,0,,,,1196.0,1196.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,INSTALL,1.0,800.0,GST,0,,,,800.0,800.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,AJAX#30671,1.0,239.0,GST,0,,,,239.0,239.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101375,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-02-02T00:00:00,JTW101375,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-02-02T00:00:00,JTW101376,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,CS8201,1.0,125.0,GST,0,,,,125.0,125.0,434.5,Closed
Invoice,2025-02-02T00:00:00,JTW101376,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,CS8302,6.0,45.0,GST,0,,,,270.0,270.0,434.5,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,CU42E0AUS,1.0,1529.41,GST,0,,,,1529.41,1529.41,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,CU4200GAUS,1.0,764.73,GST,0,,,,764.73,764.73,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,WRDM0M4B,4.0,570.5,GST,0,,,,2282.0,2282.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,AA-RIK02Y,1.0,1044.0,GST,0,,,,1044.0,1044.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,INSTALL,1.0,3500.0,GST,0,,,,3500.0,3500.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,CS9001,1.0,199.0,GST,0,,,,199.0,199.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,2025-02-09T00:00:00,Cardinia Shire Council,TaxInclusive,CSD-1200,1.0,39.0,GST,0,,,,39.0,39.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101378,2025-02-09T00:00:00,Heidelberg Primary School,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,2611.11,Closed
