Type,Invoice Date,Invoice No,Due Date,Customer,Source Code,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Total Invoice Amount,Status
Invoice,2025-01-08T00:00:00,JTW101324,,J.R. Pryor Pty. Ltd.,,TaxInclusive,,4.0,1016.47,GST,0,,,,4065.88,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,,J.R. Pryor Pty. Ltd.,,TaxInclusive,Bluenet option per door ,4.0,166.95,GST,0,,,,667.8,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,,J.R. Pryor Pty. Ltd.,,TaxInclusive,SALTO BLUEnet WIRELESS GATEWAY,2.0,500.2,GST,0,,,,1000.4,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,,J.R. Pryor Pty. Ltd.,,TaxInclusive,SALTO ESCUTCHEON INSTALL,4.0,75.0,GST,0,,,,300.0,6769.49,Closed
Invoice,2025-01-08T00:00:00,JTW101324,,J.R. Pryor Pty. Ltd.,,TaxInclusive,GATEWAY INSTALL ,2.0,60.0,GST,0,,,,120.0,6769.49,Closed
Invoice,2025-01-09T00:00:00,JTW101325,,Crossfit Knoxfield,,TaxInclusive,SALTO KS System Subscription V,1.0,660.8,GST,0,,,,660.8,726.88,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,SALTO XS4 2.0 ETHERNET ONLINE ,1.0,1529.41,GST,0,,,,1529.41,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,,1.0,300.0,GST,0,,,,300.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,22.0,GST,0,,,,22.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,,1.0,1069.15,GST,0,,,,1069.15,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,10.0,100.0,GST,0,,,,1000.0,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,,1.0,570.5,GST,0,,,,570.5,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,SALTO BLUEnet WIRELESS GATEWAY,1.0,500.2,GST,0,,,,500.2,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101326,,Cardinia Shire Council,,TaxInclusive,Bluenet option per door ,3.0,166.95,GST,0,,,,500.85,6370.22,Closed
Invoice,2025-01-12T00:00:00,JTW101327,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,6843.65,Closed
Invoice,2025-01-12T00:00:00,JTW101327,,Cardinia Shire Council,,TaxInclusive,,5.0,1016.47,GST,0,,,,5082.35,6843.65,Closed
Invoice,2025-01-12T00:00:00,JTW101327,,Cardinia Shire Council,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,5.0,68.0,GST,0,,,,340.0,6843.65,Closed
Invoice,2025-01-12T00:00:00,JTW101327,,Cardinia Shire Council,,TaxInclusive,,5.0,69.83,GST,0,,,,349.15,6843.65,Closed
Invoice,2025-01-12T00:00:00,JTW101327,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,5.0,70.0,GST,0,,,,350.0,6843.65,Closed
Invoice,2025-01-12T00:00:00,JTW101328,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1354.62,Closed
Invoice,2025-01-12T00:00:00,JTW101328,,Cardinia Shire Council,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1354.62,Closed
Invoice,2025-01-12T00:00:00,JTW101328,,Cardinia Shire Council,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,115.0,GST,0,,,,115.0,1354.62,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive,,3.0,745.07,GST,0,,,,2235.21,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive,,3.0,1016.47,GST,0,,,,3049.41,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,6.0,68.0,GST,0,,,,408.0,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive,,6.0,69.83,GST,0,,,,418.98,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,6.0,70.0,GST,0,,,,420.0,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101329,,Cardinia Shire Council,,TaxInclusive,SALTO XS4 BLE LOCKER LOCK suit,1.0,476.0,GST,0,,,,476.0,7818.36,Closed
Invoice,2025-01-12T00:00:00,JTW101330,,Cardinia Shire Council,,TaxInclusive,CARD - RCUT BI-LOCK,6.0,29.5,GST,0,,,,177.0,194.7,Closed
Invoice,2025-01-12T00:00:00,JTW101331,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,330.0,Closed
Invoice,2025-01-12T00:00:00,JTW101331,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,330.0,Closed
Invoice,2025-01-13T00:00:00,JTW101332,,St Margarets Berwick ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,4409.9,Closed
Invoice,2025-01-13T00:00:00,JTW101332,,St Margarets Berwick ,,TaxInclusive,IR - Paradox RF Transceiver - ,1.0,770.0,GST,0,,,,770.0,4409.9,Closed
Invoice,2025-01-13T00:00:00,JTW101332,,St Margarets Berwick ,,TaxInclusive,Wireless Digital Dual-Optic Hi,8.0,115.0,GST,0,,,,920.0,4409.9,Closed
Invoice,2025-01-13T00:00:00,JTW101332,,St Margarets Berwick ,,TaxInclusive,IR EliteX OLED Keypad,1.0,440.0,GST,0,,,,440.0,4409.9,Closed
Invoice,2025-01-13T00:00:00,JTW101332,,St Margarets Berwick ,,TaxInclusive,INSTALLATION ,1.0,950.0,GST,0,,,,950.0,4409.9,Closed
Invoice,2025-01-13T00:00:00,JTW101332,,St Margarets Berwick ,,TaxInclusive,Integriti/Inception 8 Zone LAN,1.0,829.0,GST,0,,,,829.0,4409.9,Closed
Invoice,2025-01-13T00:00:00,JTW101333,,St Margarets Berwick ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1034.0,Closed
Invoice,2025-01-13T00:00:00,JTW101333,,St Margarets Berwick ,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,1034.0,Closed
Invoice,2025-01-13T00:00:00,JTW101333,,St Margarets Berwick ,,TaxInclusive,IR EliteX OLED Keypad,1.0,440.0,GST,0,,,,440.0,1034.0,Closed
Invoice,2025-01-13T00:00:00,JTW101334,,St Margarets Berwick ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,550.0,Closed
Invoice,2025-01-13T00:00:00,JTW101334,,St Margarets Berwick ,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,550.0,Closed
Invoice,2025-01-13T00:00:00,JTW101335,,St Margarets Berwick ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,599.5,Closed
Invoice,2025-01-13T00:00:00,JTW101335,,St Margarets Berwick ,,TaxInclusive,,1.0,45.0,GST,0,,,,45.0,599.5,Closed
Invoice,2025-01-13T00:00:00,JTW101335,,St Margarets Berwick ,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,599.5,Closed
Invoice,2025-01-13T00:00:00,JTW101336,,St Margarets Berwick ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,649.0,Closed
Invoice,2025-01-13T00:00:00,JTW101336,,St Margarets Berwick ,,TaxInclusive,,2.0,45.0,GST,0,,,,90.0,649.0,Closed
Invoice,2025-01-13T00:00:00,JTW101336,,St Margarets Berwick ,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,649.0,Closed
Invoice,2025-01-13T00:00:00,JTW101337,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,330.0,Closed
Invoice,2025-01-13T00:00:00,JTW101337,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,330.0,Closed
Invoice,2025-01-14T00:00:00,JTW101338,,Saints College,,TaxInclusive,,2.0,333.0,GST,0,,,,666.0,732.6,Closed
Invoice,2025-01-14T00:00:00,JTW101339,,Saints College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,501.6,Closed
Invoice,2025-01-14T00:00:00,JTW101339,,Saints College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,501.6,Closed
Invoice,2025-01-14T00:00:00,JTW101339,,Saints College,,TaxInclusive,LOX High Security Electric Str,1.0,256.0,GST,0,,,,256.0,501.6,Closed
Invoice,2025-01-17T00:00:00,JTW101340,,Luther College,,TaxInclusive,POSTAGE,1.0,0.0,GST,0,,,,0.0,366.3,Closed
Invoice,2025-01-17T00:00:00,JTW101340,,Luther College,,TaxInclusive,,1.0,333.0,GST,0,,,,333.0,366.3,Closed
Invoice,2025-01-17T00:00:00,JTW101341,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-17T00:00:00,JTW101341,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-17T00:00:00,JTW101342,,Saints College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101342,,Saints College,,TaxInclusive,SALTO ESCUTCHEON INSTALL,32.0,77.0,GST,0,,,,2464.0,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101342,,Saints College,,TaxInclusive,Bluenet option per door ,2.0,166.95,GST,0,,,,333.9,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101342,,Saints College,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,3517.69,Closed
Invoice,2025-01-17T00:00:00,JTW101343,,Aquinas College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101343,,Aquinas College,,TaxInclusive,,1.0,1021.5,GST,0,,,,1021.5,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101343,,Aquinas College,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101343,,Aquinas College,,TaxInclusive,SALTO XS4 2.0 ETHERNET AUX. CU,1.0,814.44,GST,0,,,,814.44,2459.53,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive," NEPTUNE Maglock Single Door, ",1.0,185.0,GST,0,,,,185.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive, NEPTUNE L&Z Bracket to suit N,1.0,110.0,GST,0,,,,110.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,29.0,GST,0,,,,29.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive,,2.0,1021.5,GST,0,,,,2043.0,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101344,,Aquinas College,,TaxInclusive,SALTO XS4 2.0 ETHERNET AUX. CU,1.0,814.44,GST,0,,,,814.44,4268.48,Closed
Invoice,2025-01-17T00:00:00,JTW101345,,Harkaway Hills College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,599.5,Closed
Invoice,2025-01-17T00:00:00,JTW101345,,Harkaway Hills College,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,599.5,Closed
Invoice,2025-01-17T00:00:00,JTW101345,,Harkaway Hills College,,TaxInclusive,DESCRIPTION,1.0,45.0,GST,0,,,,45.0,599.5,Closed
Invoice,2025-01-21T00:00:00,JTW101346,,Kilvington Grammar School,,TaxInclusive,GSM ALARM MONITORING ,3.0,95.0,GST,0,,,,285.0,285.0,Closed
Invoice,2025-01-21T00:00:00,JTW101347,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,358.6,Closed
Invoice,2025-01-21T00:00:00,JTW101347,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.5,100.0,GST,0,,,,150.0,358.6,Closed
Invoice,2025-01-21T00:00:00,JTW101347,,Cardinia Shire Council,,TaxInclusive,,2.0,38.0,GST,0,,,,76.0,358.6,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,,24.0,1017.74,GST,0,,,,24425.76,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,,4.0,821.48,GST,0,,,,3285.92,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,SALTO NEO CYLINDER 201 STYLE R,2.0,834.32,GST,0,,,,1668.64,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,Bluenet option per door ,30.0,166.95,GST,0,,,,5008.5,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,SALTO ESCUTCHEON INSTALL,30.0,75.0,GST,0,,,,2250.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,CAVLOCK SL/DOOR LOCK CL100 CL1,4.0,264.0,GST,0,,,,1056.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,30mm Backset MORTICE LOCK,6.0,143.0,GST,0,,,,858.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,SALTO WIRELESS RF NODE suit BL,4.0,155.0,GST,0,,,,620.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,NODE INSTALL ,4.0,70.0,GST,0,,,,280.0,45351.61,Closed
Invoice,2025-01-21T00:00:00,JTW101348,,Monterey Secondary College,,TaxInclusive,,24.0,69.83,GST,0,,,,1675.92,45351.61,Closed
Invoice,2025-01-22T00:00:00,JTW101349,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,SALTO MIFARE 1K FOB BLU FRAME ,2.0,110.5,GST,0,,,,221.0,256.3,Closed
Invoice,2025-01-22T00:00:00,JTW101349,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,POSTAGE,1.0,12.0,GST,0,,,,12.0,256.3,Closed
Invoice,2025-01-22T00:00:00,JTW101350,,Mentone Grammar,,TaxInclusive,,2.0,131.0,GST,0,,,,262.0,288.2,Closed
Invoice,2025-01-22T00:00:00,JTW101351,,Mentone Grammar,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,4217.48,Closed
Invoice,2025-01-22T00:00:00,JTW101351,,Mentone Grammar,,TaxInclusive,,3.0,1017.74,GST,0,,,,3053.22,4217.48,Closed
Invoice,2025-01-22T00:00:00,JTW101351,,Mentone Grammar,,TaxInclusive,Bluenet option per door ,3.0,166.95,GST,0,,,,500.85,4217.48,Closed
Invoice,2025-01-22T00:00:00,JTW101351,,Mentone Grammar,,TaxInclusive,SALTO ESCUTCHEON INSTALL,3.0,60.0,GST,0,,,,180.0,4217.48,Closed
Invoice,2025-01-22T00:00:00,JTW101352,,Mentone Grammar,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3429.12,Closed
Invoice,2025-01-22T00:00:00,JTW101352,,Mentone Grammar,,TaxInclusive,,2.0,1017.74,GST,0,,,,2035.48,3429.12,Closed
Invoice,2025-01-22T00:00:00,JTW101352,,Mentone Grammar,,TaxInclusive,Bluenet option per door ,2.0,166.95,GST,0,,,,333.9,3429.12,Closed
Invoice,2025-01-22T00:00:00,JTW101352,,Mentone Grammar,,TaxInclusive,SALTO ESCUTCHEON INSTALL,2.0,60.0,GST,0,,,,120.0,3429.12,Closed
Invoice,2025-01-22T00:00:00,JTW101352,,Mentone Grammar,,TaxInclusive,CAVLOCK SL/DOOR LOCK CL100 CL1,2.0,264.0,GST,0,,,,528.0,3429.12,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,137.5,GST,0,,,,137.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,75.0,GST,0,,,,75.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,125.0,GST,0,,,,125.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,125.0,GST,0,,,,125.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,237.5,GST,0,,,,237.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,187.5,GST,0,,,,187.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,112.5,GST,0,,,,112.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,225.0,GST,0,,,,225.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,212.5,GST,0,,,,212.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,300.0,GST,0,,,,300.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,125.0,GST,0,,,,125.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,425.0,GST,0,,,,425.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,337.0,GST,0,,,,337.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,412.5,GST,0,,,,412.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,337.0,GST,0,,,,337.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,112.5,GST,0,,,,112.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,337.0,GST,0,,,,337.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,1024.5,GST,0,,,,1024.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,262.5,GST,0,,,,262.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,512.0,GST,0,,,,512.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,137.5,GST,0,,,,137.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,287.5,GST,0,,,,287.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,187.5,GST,0,,,,187.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,287.5,GST,0,,,,287.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,512.5,GST,0,,,,512.5,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,200.0,GST,0,,,,200.0,8371.0,Closed
Invoice,2025-01-23T00:00:00,JTW101353,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,375.0,GST,0,,,,375.0,8371.0,Closed
Invoice,2025-01-24T00:00:00,JTW101354,,Aquinas College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1452.81,Closed
Invoice,2025-01-24T00:00:00,JTW101354,,Aquinas College,,TaxInclusive,,1.0,1017.74,GST,0,,,,1017.74,1452.81,Closed
Invoice,2025-01-24T00:00:00,JTW101354,,Aquinas College,,TaxInclusive,30mm Backset MORTICE LOCK,1.0,143.0,GST,0,,,,143.0,1452.81,Closed
Invoice,2025-01-24T00:00:00,JTW101354,,Aquinas College,,TaxInclusive,SALTO ESCUTCHEON INSTALL,1.0,60.0,GST,0,,,,60.0,1452.81,Closed
Invoice,2025-01-28T00:00:00,JTW101355,,Saints College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-28T00:00:00,JTW101355,,Saints College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-28T00:00:00,JTW101356,,Geoff  Sammons,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,357.5,Closed
Invoice,2025-01-28T00:00:00,JTW101356,,Geoff  Sammons,,TaxInclusive,600VA Line-interactive UPS,1.0,125.0,GST,0,,,,125.0,357.5,Closed
Invoice,2025-01-28T00:00:00,JTW101356,,Geoff  Sammons,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,357.5,Closed
Invoice,2025-01-28T00:00:00,JTW101357,,Luther College,,TaxInclusive,POSTAGE,1.0,0.0,GST,0,,,,0.0,4029.3,Closed
Invoice,2025-01-28T00:00:00,JTW101357,,Luther College,,TaxInclusive,,11.0,333.0,GST,0,,,,3663.0,4029.3,Closed
Invoice,2025-01-29T00:00:00,JTW101359,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101359,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101359,,Cardinia Shire Council,,TaxInclusive,,1.0,745.07,GST,0,,,,745.07,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101359,,Cardinia Shire Council,,TaxInclusive,60mm' Backset MORTICE LOCK,1.0,78.0,GST,0,,,,78.0,1125.38,Closed
Invoice,2025-01-29T00:00:00,JTW101360,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,893.75,Closed
Invoice,2025-01-29T00:00:00,JTW101360,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,57.0,12.5,GST,0,,,,712.5,893.75,Closed
Invoice,2025-01-29T00:00:00,JTW101361,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-29T00:00:00,JTW101361,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-29T00:00:00,JTW101363,,LifeHouse Church Melbourne,,TaxInclusive,,2.0,115.0,GST,0,,,,230.0,262.85,Closed
Invoice,2025-01-29T00:00:00,JTW101363,,LifeHouse Church Melbourne,,TaxInclusive,POSTAGE,1.0,8.95,GST,0,,,,8.95,262.85,Closed
Invoice,2025-01-29T00:00:00,JTW101364,,Texco Contracting Pty Ltd ,,TaxInclusive,MIFARE 1k 13.56MHz CARD TSEC,15.0,14.85,GST,0,,,,222.75,222.75,Closed
Invoice,2025-01-30T00:00:00,JTW101365,,Bindara Group,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,110.0,GST,0,,,,110.0,2237.6,Closed
Invoice,2025-01-30T00:00:00,JTW101365,,Bindara Group,,TaxInclusive,,2.0,890.0,GST,0,,,,1780.0,2237.6,Closed
Invoice,2025-01-30T00:00:00,JTW101365,,Bindara Group,,TaxInclusive,,2.0,118.8,GST,0,,,,237.6,2237.6,Closed
